SaleID,CustomerID,WineDesignation,Quantity,SaleAmount,SaleDate
22418,1510,Château Selection Cuvée,3,557.72,2022-09-06
22419,1321,Family Estate,3,396.06,2024-05-03
22420,1159,Premium Blend,5,465.28,2023-08-22
22421,4694,Heritage Collection,1,479.32,2023-07-13
22422,3009,Icon Wine Selection,1,294.84,2024-05-01
22423,4182,Les Tours,5,361.84,2023-01-27
22424,1162,Noble Reserve,5,299.38,2023-01-07
22425,3540,Graveyard Hill,1,307.5,2022-11-03
22426,1560,Artisan Series Estate,3,328.48,2023-05-10
22427,3667,Single Vineyard Cuvée,1,510.77,2023-04-28
22428,4879,Founders Reserve Reserve,3,582.26,2023-04-17
22429,861,Special Cuvée Estate,3,463.23,2022-11-19
22430,533,Signature Series Estate,4,440.75,2023-01-03
22431,114,Barrel Selection Cuvée,5,417.83,2023-03-23
22432,1758,Reserve Selection Reserve,1,479.95,2023-11-11
22433,2058,Vintage Collection Selection,1,539.42,2024-03-31
22434,942,Limited Edition Selection,3,507.74,2022-11-18
22435,2680,Convivio,5,385.2,2024-01-11
22436,4024,Prestige Collection Reserve,5,492.74,2023-02-05
22437,3382,Founders Reserve Cuvée,3,577.86,2024-02-24
22438,2771,Heritage Collection Selection,5,406.74,2023-12-02
22439,3685,Barrel Selection Cuvée,1,538.93,2022-09-22
22440,3132,Cellar Reserve,1,369.64,2022-08-02
22441,4113,M3,5,364.69,2024-05-07
22442,4799,Master Selection Selection,4,325.86,2022-12-07
22443,3785,Premium Blend Selection,3,573.4,2023-02-17
22444,2230,Automne Festif,4,366.14,2024-04-16
22445,4732,Artisan Series Estate,1,504.55,2022-08-20
22446,3198,Master Selection Reserve,1,468.8,2023-04-07
22447,3501,Fitapreta Branco,3,342.26,2024-05-10
22448,3495,Reserve Selection Cuvée,2,431.24,2022-09-27
22449,681,Picos del Montgó,1,396.42,2023-01-26
22450,2952,Family Estate,2,411.76,2023-05-16
22451,3772,Old Vine Cuvée,3,580.8,2023-11-07
22452,1216,Grand Cru Reserve,5,580.2,2024-04-16
22453,1098,Classic Reserve Cuvée,5,458.57,2022-11-28
22454,1294,Limited Edition Cuvée,5,514.61,2023-03-06
22455,2380,Master Selection Cuvée,1,461.04,2024-04-22
22456,2102,Grand Cru Reserve,3,539.3,2022-12-30
22457,1745,Heritage Collection Estate,1,352.23,2023-01-23
22458,17,Signature Series Selection,5,363.64,2024-01-22
22459,4590,Artisan Series Estate,2,531.12,2023-01-03
22460,3446,Reserve Selection Reserve,2,488.1,2024-01-04
22461,802,Artisan Series Estate,1,423.09,2024-05-05
22462,4993,Special Cuvée,3,488.56,2022-09-07
22463,2608,Reserve Selection Reserve,2,446.47,2023-05-13
22464,157,Espirito Rosé,5,330.72,2023-04-04
22465,2211,Family Estate Cuvée,2,443.68,2024-03-09
22466,3655,Sayulita Red,5,336.55,2023-07-19
22467,786,Estate Reserve Estate,2,643.15,2023-03-16
22468,4245,Limited Edition Estate,5,399.31,2023-05-06
22469,2369,Millesimato Cuvée Tenuta Val de Brun Extra Dry,3,335.61,2023-11-13
22470,642,Château Selection,1,494.27,2023-05-04
22471,678,Icon Wine Cuvée,1,284.27,2022-10-06
22472,2821,Domaine la Chapelle des Bois,2,367.16,2023-12-27
22473,142,Prestige Collection Cuvée,2,412.98,2022-11-12
22474,4992,Reserve Selection Cuvée,4,472.63,2024-03-28
22475,2876,Cellar Reserve Reserve,5,547.3,2023-10-24
22476,2897,Special Cuvée,1,479.59,2023-05-18
22477,72,Vintage Collection,1,467.08,2023-09-07
22478,2166,Master Selection,3,683.77,2023-08-28
22479,161,Premium Blend Cuvée,1,573.05,2024-01-20
22480,4063,Les Muraires Douce Vie Tentation,5,363.68,2023-09-05
22481,708,Heritage Collection Selection,3,584.06,2023-01-28
22482,2510,Old Vine Estate,5,615.12,2023-09-04
22483,4458,Artisan Series Selection,4,459.87,2022-07-12
22484,2703,Single Vineyard Cuvée,2,524.5,2022-08-23
22485,3728,Reserve Selection Selection,2,498.34,2023-08-26
22486,4588,Artisan Series Estate,4,546.44,2023-08-01
22487,1398,Barrel Selection Cuvée,1,444.78,2022-10-06
22488,4676,Domaine des Brosses Secrets des Tronbochards,5,408.65,2024-03-23
22489,2579,Fire Station,2,303.54,2022-07-09
22490,4459,Nullius,4,447.13,2024-05-17
22491,2290,Master Selection Selection,3,375.68,2022-12-29
22492,2259,Classic Reserve Selection,2,359.54,2024-04-13
22493,813,Signature Series,1,585.95,2023-03-03
22494,4682,Barrel Selection Reserve,2,615.64,2022-11-09
22495,419,Grand Reserve Selection,5,380.44,2022-11-11
22496,2939,Family Estate Selection,2,477.63,2024-02-12
22497,2140,Château Selection Estate,2,610.49,2023-09-26
22498,1378,Founders Reserve Selection,2,451.31,2023-05-08
22499,4886,Barrel Selection,5,615.02,2024-03-25
22500,54,Estate Reserve Estate,3,408.74,2024-02-05
22501,1471,Private Reserve Estate,4,388.35,2023-08-02
22502,2300,Old Vine,3,477.12,2022-08-02
22503,1875,Family Estate Cuvée,2,588.94,2023-01-02
22504,2186,Vintage Collection Estate,2,562.56,2023-09-19
22505,2976,I Saltari Le Vigne di Turano,1,450.17,2024-04-22
22506,4197,Château Selection,2,460.41,2024-05-27
22507,4143,Hitching Post St. Rita's Earth,3,435.88,2024-01-30
22508,2284,Heritage Collection Cuvée,3,776.91,2022-08-16
22509,288,Soprendere,1,408.61,2024-03-11
22510,1616,Single Vineyard Reserve,4,318.61,2024-01-28
22511,2627,Single Vineyard Reserve,2,673.78,2022-12-01
22512,2729,Fleur De Montagne,2,396.1,2023-01-16
22513,4761,Prestige Collection Reserve,1,359.81,2022-08-28
22514,2324,Vintage Collection Selection,5,365.11,2022-08-18
22515,1737,Grand Reserve Selection,2,466.26,2023-08-31
22516,2271,Artisan Series Estate,4,638.22,2024-04-24
22517,624,Icon Wine,5,364.1,2024-05-05
22518,3921,Estate Reserve Selection,1,396.37,2023-10-30
22519,2827,Barrel Selection Cuvée,3,564.81,2024-01-06
22520,2770,Reserve Selection Cuvée,2,680.1,2023-03-29
22521,201,L'Eminence,3,318.66,2022-12-18
22522,3092,Master Selection Selection,4,417.63,2023-10-17
22523,4375,Founders Reserve Cuvée,1,380.17,2023-11-30
22524,1127,Artisan Series Reserve,4,530.82,2022-11-09
22525,4777,Artisan Series Estate,5,447.45,2022-07-30
22526,1633,Prestige Collection Cuvée,3,356.14,2024-03-03
22527,620,Classic Reserve Cuvée,5,665.93,2022-12-27
22528,3342,Prestige Collection Estate,2,655.91,2022-12-25
22529,4575,Prestige Collection Estate,3,405.39,2023-01-31
22530,4714,Michele Red Wine,5,414.5,2024-04-26
22531,1816,Mad Hatter,1,395.66,2023-09-23
22532,352,Grand Cru Estate,4,461.85,2022-11-23
22533,2220,Signature Series Reserve,1,455.97,2024-04-28
22534,4119,Il Sestante Vigneto San Martino,5,334.18,2022-11-05
22535,3510,Signature Series Cuvée,3,527.65,2022-07-01
22536,1400,Private Reserve Estate,5,361.57,2023-01-20
22537,1797,Limited Edition,2,560.24,2022-08-21
22538,855,Special Cuvée Estate,2,464.64,2022-12-09
22539,743,Grand Vin Bourgeois,2,370.74,2024-02-21
22540,4628,The Ruins,3,410.39,2023-07-28
22541,3505,Special Cuvée Cuvée,2,512.31,2022-12-31
22542,1075,Icon Wine Selection,3,339.69,2023-08-30
22543,363,Private Reserve Reserve,3,464.45,2023-06-11
22544,861,Cote d'Avila,1,357.15,2023-12-07
22545,2227,Les Brunettes et Planchots,2,369.06,2023-10-31
22546,4580,Reserve Selection Cuvée,5,561.02,2023-01-31
22547,90,Roccolo del Durlo,3,319.91,2023-06-03
22548,1933,Reserve Selection Reserve,2,357.7,2022-09-02
22549,3434,Reserve Selection Selection,2,578.07,2024-05-14
22550,3240,Estate Reserve,3,516.51,2023-06-12
22551,1435,Artisan Series Selection,2,555.07,2024-02-27
22552,1485,Limited Edition Reserve,4,506.61,2024-05-20
22553,1080,Bragger,1,358.35,2023-10-03
22554,3342,Old Vine Cuvée,4,530.33,2023-02-06
22555,3220,Seléction Spéciale Dry Rosé,3,459.22,2024-05-03
22556,1916,Icon Wine,3,466.63,2023-06-24
22557,3552,Reserve Selection Estate,1,403.07,2023-03-26
22558,3675,Classic Reserve Estate,5,484.01,2023-01-30
22559,355,Reserve Selection Cuvée,1,591.41,2024-03-20
22560,4494,Special Cuvée Selection,3,484.68,2023-05-18
22561,4797,Vintage Collection Reserve,1,445.84,2023-12-28
22562,3793,Prestige Collection Estate,3,530.54,2023-06-28
22563,3511,Cellar Reserve,1,492.0,2023-07-07
22564,1513,Château Selection Reserve,4,526.47,2022-08-26
22565,470,Limited Edition Cuvée,3,512.23,2023-06-20
22566,2838,Château Selection Reserve,2,386.6,2024-02-25
22567,4245,Private Reserve,4,480.08,2024-03-12
22568,2611,Master Selection Cuvée,5,381.72,2023-11-02
22569,1700,Noble Reserve Reserve,4,353.66,2023-05-10
22570,140,Premium Blend Selection,3,389.81,2023-11-03
22571,712,Heritage Collection Estate,5,626.01,2024-03-10
22572,4830,Reserve Selection Reserve,2,429.09,2023-04-26
22573,4345,Classic Reserve Cuvée,5,510.75,2023-09-11
22574,1460,Serras de Azeitão Seleção do Enólogo,3,391.8,2024-01-26
22575,597,Grand Reserve Estate,4,391.72,2023-07-25
22576,1460,Cellar Reserve Selection,2,574.12,2023-06-27
22577,795,Artisan Series Estate,5,412.64,2023-08-16
22578,3257,Hawks Butte Vineyard,2,388.94,2023-08-21
22579,1548,Viña el Pison,3,413.84,2022-12-31
22580,4315,Private Reserve Cuvée,3,510.8,2023-09-22
22581,3136,Grand Reserve Selection,2,429.84,2023-03-18
22582,1390,El Capitan,2,355.76,2022-07-08
22583,3028,Noble Reserve Reserve,2,611.32,2023-09-27
22584,4733,Founders Reserve Cuvée,4,474.65,2023-05-01
22585,3187,Heritage Collection Selection,4,381.64,2022-11-28
22586,3041,Prestige Collection Reserve,4,483.84,2024-02-07
22587,3560,Grand Reserve Reserve,4,461.65,2022-08-18
22588,1428,Artisan Series,1,586.59,2024-01-01
22589,1495,Reserve Selection Selection,1,641.74,2023-05-08
22590,2983,Premium Blend Reserve,4,607.53,2022-07-01
22591,4959,Château Selection Cuvée,5,673.15,2024-03-17
22592,176,la Cote,4,400.0,2024-01-25
22593,715,Single Vineyard Estate,3,443.22,2024-02-11
22594,2187,Vintage Collection,3,581.74,2024-05-01
22595,2979,Founders Reserve Reserve,3,431.75,2023-11-30
22596,4556,Icon Wine Cuvée,5,425.15,2023-01-30
22597,4449,Classic Reserve Cuvée,3,470.89,2023-10-08
22598,2603,Artisan Series Estate,3,643.18,2023-07-30
22599,529,Special Cuvée Estate,1,428.34,2023-07-07
22600,3589,Special Cuvée,3,640.75,2022-07-18
22601,3210,Barrel Selection,2,527.69,2023-05-05
22602,1166,Cellar Reserve Estate,4,530.68,2024-02-05
22603,399,Reserve Selection Reserve,3,430.96,2024-05-30
22604,1901,Noble Reserve Estate,2,525.89,2023-11-08
22605,284,Estate Reserve Selection,4,374.05,2024-05-12
22606,2058,Artisan Series,2,410.51,2024-03-29
22607,4766,Heritage Collection,2,577.97,2024-04-13
22608,1218,Master Selection Reserve,2,509.67,2022-12-01
22609,3145,Single Vineyard Estate,2,593.69,2023-03-08
22610,3173,Signature Series Estate,1,409.36,2022-12-24
22611,2312,Premium Blend,2,458.05,2024-02-27
22612,1102,Founders Reserve Estate,1,639.41,2022-08-28
22613,2525,Heritage Collection Selection,2,340.53,2022-10-05
22614,4803,Master Selection Reserve,1,421.9,2024-03-11
22615,1539,Château Selection,3,509.5,2023-02-03
22616,1865,Big Bend Estate,5,409.91,2023-04-11
22617,1902,Château Selection Cuvée,2,366.57,2023-10-25
22618,3854,Rutherford Hillside Reserve,5,410.5,2022-09-07
22619,1499,Foggo Road,1,406.36,2023-11-04
22620,383,Heritage Collection Selection,2,468.73,2022-12-01
22621,1147,Special Cuvée Selection,2,387.34,2023-01-29
22622,30,Viña Alarba Old Vines,5,381.82,2022-08-27
22623,4621,Reserve Selection Cuvée,3,413.06,2024-04-14
22624,3758,Quinta do Correio,2,376.76,2022-07-13
22625,661,Barrel Selection,4,356.36,2024-01-31
22626,186,Special Selection,1,407.31,2022-12-29
22627,2011,Château Selection Reserve,1,556.42,2022-07-10
22628,3249,Special Cuvée,3,408.79,2024-04-14
22629,4221,Old Vine Estate,3,327.11,2022-08-14
22630,1486,Estate Reserve Cuvée,4,520.75,2024-01-14
22631,3240,Master Selection Estate,4,490.73,2022-12-10
22632,4723,Heritage Collection Selection,5,639.11,2023-07-31
22633,4306,Signature Series Reserve,5,484.34,2023-12-19
22634,987,Michel Forget Grand Cru Brut Rosé,2,340.64,2022-11-01
22635,3845,Moscato d'Oro,2,355.71,2022-10-30
22636,4850,Special Cuvée,3,524.92,2022-09-05
22637,268,Signature Series Estate,2,486.08,2024-05-06
22638,4348,Private Reserve,4,402.57,2023-04-14
22639,2536,Limited Edition Cuvée,1,408.23,2023-11-08
22640,586,Artisan Series Cuvée,4,612.25,2023-09-08
22641,604,JRG,2,427.28,2023-08-10
22642,2416,Signature Series Selection,2,395.62,2024-02-14
22643,1505,Signature Series Reserve,4,518.21,2024-03-12
22644,5,Grand Reserve Selection,2,425.75,2024-03-25
22645,533,Private Reserve,2,472.94,2023-03-01
22646,981,Private Reserve Cuvée,4,474.85,2022-11-19
22647,415,Estate Reserve Estate,5,390.67,2023-08-05
22648,2103,Grand Cru,4,381.6,2022-11-29
22649,1468,Single Vineyard Cuvée,2,479.13,2022-10-23
22650,2516,Classic Reserve Cuvée,3,508.54,2022-07-02
22651,21,Artisan Series Selection,5,707.29,2023-04-16
22652,1393,Terre di Rivolta Riserva,2,411.52,2023-03-06
22653,2541,Vigna Barbagalli,3,317.98,2022-07-08
22654,595,Brut Saphir 1.5 liters,5,357.24,2024-05-02
22655,4341,Founders Reserve Cuvée,3,615.53,2022-09-07
22656,2157,Noble Reserve Selection,2,467.76,2022-07-29
22657,2390,Ammos,3,419.6,2022-10-27
22658,3430,Poggio al Granchio Riserva,5,406.98,2022-11-23
22659,4691,Premium Blend,2,490.08,2023-04-27
22660,2400,I Tratturi,1,378.25,2022-12-16
22661,3107,Almond,3,376.83,2022-10-26
22662,2695,Classic Reserve Cuvée,5,472.13,2023-04-13
22663,4559,Prestige Collection Cuvée,2,408.4,2023-09-01
22664,1185,Special Cuvée Cuvée,3,442.18,2024-04-03
22665,2798,Grand Reserve,4,449.81,2022-07-07
22666,4170,Premium Blend Reserve,3,489.53,2023-03-04
22667,4647,Heritage Collection Cuvée,1,585.44,2023-02-20
22668,1384,Grand Cru Selection,2,647.51,2022-10-19
22669,4616,Prestige Collection Reserve,1,656.3,2023-08-16
22670,1385,Private Reserve Cuvée,4,274.49,2024-03-04
22671,3527,Single Vineyard Estate,3,405.33,2023-04-21
22672,3760,Seleccionada,2,355.02,2023-03-19
22673,4126,Prestige Collection Reserve,3,452.92,2022-11-04
22674,2701,Heritage Collection,1,377.4,2023-05-09
22675,4164,Rio Camerata Riserva,1,429.98,2022-08-11
22676,3531,Apalta Vineyard,3,366.74,2023-08-20
22677,338,Carchelo,3,414.49,2023-07-01
22678,913,Castello di Monna Lisa Riserva,3,404.02,2023-06-25
22679,1101,Balletto Vineyards Unwooded,5,353.92,2023-04-30
22680,3808,Family Estate Selection,4,456.85,2023-11-27
22681,4081,Barrel Selection Estate,4,423.77,2024-02-17
22682,2734,Grand Reserve,3,578.84,2023-06-08
22683,174,Archimage,5,404.17,2024-04-01
22684,1952,Premium Blend Reserve,5,422.4,2022-12-26
22685,1457,Estate Reserve Selection,4,451.77,2023-07-16
22686,1113,Heritage Collection Cuvée,2,404.31,2023-10-15
22687,508,Old Vine Cuvée,5,375.79,2024-05-13
22688,2586,Old Vine Selection,5,432.12,2023-02-20
22689,4927,Premium Blend Selection,2,536.53,2023-08-06
22690,4535,Old Vine Estate,2,439.48,2023-12-22
22691,1370,Clos des Mouches Premier Cru,4,339.86,2022-09-06
22692,1107,Limited Edition Reserve,3,557.61,2023-03-03
22693,2031,Signature Series Reserve,3,392.82,2023-05-20
22694,328,Cellar Reserve Reserve,4,512.9,2022-08-18
22695,2823,Private Reserve Selection,4,472.66,2023-12-17
22696,15,Dos Ranchos,5,352.39,2024-03-16
22697,1681,Prestige Collection Estate,1,462.59,2023-08-25
22698,4316,Founders Reserve,5,424.99,2023-11-08
22699,1060,Signature Series Selection,3,558.36,2023-12-22
22700,2490,Domaines du Château de Riquewihr Les Maquisards,2,341.63,2022-08-19
22701,4524,Black Label Stepping Stone,1,440.65,2023-08-02
22702,1864,Prestige Collection Estate,1,536.51,2022-11-02
22703,3481,Vintage Collection Cuvée,4,505.57,2023-02-27
22704,1459,Parceto,2,392.54,2023-08-21
22705,1674,Single Vineyard,2,544.4,2023-08-09
22706,2261,Peasant,3,361.66,2023-12-11
22707,4094,Artisan Series Estate,4,457.18,2022-11-06
22708,2288,Family Estate Selection,5,467.33,2023-11-03
22709,3481,Limited Edition Cuvée,5,508.15,2024-03-11
22710,3043,The Pict,4,403.64,2023-10-21
22711,3710,Vineyard Tribute,4,414.17,2022-08-03
22712,3204,Heritage Collection Selection,4,406.97,2023-03-13
22713,2184,Master Selection,3,518.62,2022-09-22
22714,372,Le 1er,5,386.32,2023-03-01
22715,2611,Private Reserve Estate,5,413.99,2023-03-15
22716,3895,Cellar Reserve Selection,2,516.2,2022-09-21
22717,4334,Roc Michel Fremir Vineyards,4,413.92,2022-11-19
22718,4049,Cellar Reserve Reserve,3,370.87,2023-06-13
22719,3252,Domaine Mercouri Vin de Pays des Letrinon,4,388.94,2024-05-11
22720,4129,Vintage Collection Reserve,3,481.28,2023-07-27
22721,3691,Château Selection Cuvée,3,719.37,2022-10-11
22722,162,Special Cuvée Reserve,2,460.43,2023-04-06
22723,9,Classic Reserve Cuvée,3,551.97,2022-10-16
22724,3152,Artisan Series Estate,1,702.86,2023-06-19
22725,1799,Les Grandes Lolières,5,362.69,2023-02-26
22726,222,Icon Wine Estate,2,431.89,2023-09-17
22727,3070,Master Selection Estate,4,574.84,2022-07-08
22728,2787,Barrel Selection Reserve,3,413.41,2024-03-14
22729,2512,Whiteline No Oak,3,399.76,2023-06-09
22730,3815,Barrel Selection Selection,4,408.42,2023-04-30
22731,2923,Old Vine Cuvée,5,623.08,2023-07-15
22732,3480,Limited Edition Estate,4,418.31,2024-05-28
22733,2667,Arthur,1,323.48,2023-08-22
22734,3886,Estate Reserve Estate,3,525.37,2022-12-19
22735,580,Icon Wine Reserve,1,608.69,2024-02-16
22736,3418,Classic Reserve Reserve,1,549.12,2023-11-02
22737,667,Artisan Series Selection,4,527.95,2023-03-04
22738,1162,Bürsting,3,394.29,2023-06-29
22739,4311,Special Cuvée Estate,2,159.91,2023-11-09
22740,2878,Premium Blend,3,446.75,2024-05-17
22741,3148,Single Vineyard Selection,5,552.1,2023-08-20
22742,2800,Premium Blend Reserve,4,439.95,2023-02-25
22743,4724,Family Estate Cuvée,4,472.78,2024-05-04
22744,2776,Private Reserve Reserve,2,444.56,2023-10-05
22745,317,Icon Wine Cuvée,2,531.36,2022-07-05
22746,4106,Founders Reserve,4,432.55,2023-04-13
22747,3610,Private Reserve,1,654.88,2024-03-03
22748,115,La Piazza Alta,3,360.84,2023-01-14
22749,394,Master Selection,3,456.73,2023-07-27
22750,4369,Reserve Selection Selection,3,399.99,2024-02-28
22751,685,Artisan Series,1,474.24,2022-08-09
22752,2680,Premium Blend Selection,4,543.03,2022-11-13
22753,4350,Barrel Selection Cuvée,1,518.52,2022-07-10
22754,191,Barrel Selection Selection,3,524.58,2024-02-21
22755,4503,Numanthia,1,406.67,2022-09-09
22756,2065,Mirto,5,323.02,2024-03-11
22757,4691,Family Estate Cuvée,3,569.5,2023-03-16
22758,2421,Heritage Collection Selection,5,596.21,2022-07-09
22759,4433,Premium Blend Reserve,1,485.37,2023-11-23
22760,2687,Classic Reserve Selection,5,455.1,2024-02-21
22761,3994,Private Reserve Selection,5,559.14,2022-08-04
22762,4279,Reserve Selection,4,429.54,2023-07-14
22763,2785,Grand Cru Reserve,2,133.26,2023-11-22
22764,4455,Cellar Reserve Reserve,4,505.67,2023-01-27
22765,1874,Estate Reserve Selection,3,395.4,2023-11-07
22766,4865,Founders Reserve Estate,1,414.7,2022-11-26
22767,3135,Château Selection Cuvée,1,449.98,2023-09-21
22768,2841,Mekan,5,395.38,2023-11-18
22769,2818,Noble Reserve Selection,5,753.67,2022-11-23
22770,3430,Château Selection Reserve,2,420.86,2024-02-08
22771,4356,Barrel Selection Estate,2,363.41,2022-09-18
22772,4075,Special Cuvée,2,411.8,2024-01-26
22773,466,Excelsior,3,332.5,2023-04-08
22774,1175,Proprietor's Reserve Blend,5,451.53,2022-11-16
22775,466,Premium Blend Selection,1,324.35,2023-02-25
22776,3429,Old Vine Cuvée,2,428.33,2022-12-04
22777,4083,Artisan Series Selection,4,465.7,2023-09-24
22778,3497,Llama Old Vine,4,384.27,2022-09-30
22779,438,Icon Wine Estate,3,492.07,2022-08-29
22780,48,Family Estate,2,405.55,2022-11-16
22781,3511,Forbidden,4,453.41,2023-01-21
22782,196,Barrel Selection,5,638.77,2022-07-05
22783,4712,Artisan Series Selection,2,460.67,2022-12-23
22784,3122,Barrel Selection Cuvée,4,608.84,2023-08-10
22785,2849,Single Vineyard,2,447.36,2023-01-07
22786,3558,Les Beaumonts,4,400.79,2023-02-19
22787,2106,Grand Cru Cuvée,1,450.48,2023-04-08
22788,4951,Château Selection Cuvée,3,396.11,2022-09-18
22789,4499,Special Cuvée Selection,4,387.76,2023-03-31
22790,553,Artisan Series Estate,2,419.53,2024-02-18
22791,417,Grand Cru Selection,4,451.55,2023-01-04
22792,501,Roc Michel Fremir Vineyards,4,441.53,2024-02-10
22793,4327,Master Selection Estate,1,312.77,2023-03-24
22794,3319,Icon Wine Estate,5,482.89,2023-08-26
22795,1907,Grand Reserve,3,441.67,2023-05-12
22796,4582,Signature Series Reserve,1,413.45,2023-03-26
22797,3857,Château Selection Cuvée,1,498.71,2024-02-23
22798,852,Grand Reserve Selection,4,462.88,2023-12-10
22799,1968,Cellar Reserve Estate,3,435.52,2024-01-05
22800,4813,Heritage Collection Selection,3,355.97,2023-12-26
22801,1381,Single Vineyard Reserve,2,327.4,2023-07-02
22802,3576,Single Vineyard Reserve,1,388.42,2022-08-25
22803,68,Prestige Collection Reserve,2,369.72,2022-08-01
22804,942,Signature Series Estate,1,543.54,2024-01-06
22805,1057,Grand Reserve Estate,3,421.59,2023-04-21
22806,3105,Artisan Series Reserve,2,335.49,2023-07-30
22807,4309,Ardingo,1,425.67,2023-01-21
22808,1379,Vintage Collection Estate,2,617.68,2023-08-26
22809,3704,Founders Reserve Cuvée,3,587.7,2024-04-19
22810,4580,Single Vineyard Selection,3,341.12,2023-07-25
22811,4525,Emotion Sec,3,388.02,2023-10-26
22812,894,Founders Reserve Reserve,2,487.36,2022-07-09
22813,3391,Single Vineyard Estate,5,660.98,2024-05-04
22814,3245,Icon Wine Selection,1,520.85,2023-11-27
22815,4095,Signature Series Estate,3,470.56,2022-11-19
22816,1275,Principal Grande Reserva,3,412.9,2023-06-18
22817,1923,Classic Reserve Estate,2,404.73,2022-12-20
22818,974,Limited Edition Reserve,4,427.84,2023-11-06
22819,804,Vintage Collection Reserve,4,313.6,2024-04-26
22820,4234,Icon Wine Cuvée,5,584.18,2024-03-05
22821,1584,Santa Croce,1,321.75,2023-04-20
22822,4643,Linea Tonel,2,331.32,2023-08-03
22823,408,Noble Reserve Selection,2,586.03,2022-10-13
22824,687,Artisan Series,1,330.56,2024-01-31
22825,222,Family Estate Selection,2,475.68,2022-10-31
22826,772,Old Vine Cuvée,4,401.98,2024-01-18
22827,4073,Block 1910,1,361.87,2023-04-20
22828,3157,Laguna Vista Vineyards Sur Lees Selection,4,373.4,2023-02-03
22829,4518,Signature Series Reserve,4,473.22,2023-01-07
22830,4624,Château Selection,5,426.24,2022-09-25
22831,3877,Premium Blend Estate,5,515.37,2022-11-05
22832,4744,Alluvium,5,350.59,2024-02-23
22833,837,Quintessenza Vino Aromatizzato,3,405.65,2022-08-24
22834,3118,Private Reserve Cuvée,5,561.22,2023-10-30
22835,4014,The 1880,3,445.43,2023-03-05
22836,3517,Château Selection,2,411.08,2024-01-12
22837,3468,Sauvignon,2,353.29,2023-12-02
22838,669,Falcoaria Reserva,5,312.56,2023-03-15
22839,4038,Fina Reserva Ensamblaje Sauvignon Blanc-Chardonnay-Viognier,3,307.97,2024-04-23
22840,796,Private Reserve Cuvée,4,417.82,2022-07-28
22841,4802,La Chaudouillonne Grande Cuvée,1,364.95,2024-05-04
22842,341,Estate Reserve Estate,5,454.79,2022-12-20
22843,64,Reserve Selection Reserve,2,360.75,2022-12-18
22844,3351,Allegra,2,372.26,2024-05-19
22845,4424,Penny Black,5,380.92,2022-10-08
22846,4221,Château Selection Reserve,4,641.62,2024-04-14
22847,4478,Cicinis,1,392.67,2022-08-26
22848,1723,Private Reserve Cuvée,3,428.35,2022-10-26
22849,1575,"Alcala, Highland Hills Vineyard",5,385.52,2023-09-16
22850,561,Founders Reserve,1,596.08,2023-05-27
22851,1636,Vintage Collection,1,394.14,2022-07-09
22852,2464,Single Vineyard Cuvée,1,383.34,2023-05-22
22853,3606,Grand Cru Reserve,2,497.31,2023-08-01
22854,2601,Private Reserve Cuvée,5,417.09,2024-01-19
22855,904,Cellar Reserve,4,518.88,2023-05-18
22856,3034,Grand Cru Estate,1,557.01,2023-09-28
22857,4241,Prestige Collection Cuvée,1,380.14,2023-01-26
22858,4778,Noble Reserve,1,535.86,2022-12-31
22859,784,Heritage Collection Cuvée,5,337.77,2022-07-16
22860,719,Single Vineyard Cuvée,2,627.02,2023-08-12
22861,2141,Family Estate,4,367.63,2024-05-25
22862,2696,Cellar Reserve,1,379.7,2022-12-05
22863,3686,Heritage Collection Selection,5,364.75,2024-02-15
22864,4676,Family Estate Reserve,2,430.94,2024-05-09
22865,326,Prestige Collection Reserve,4,517.79,2024-05-10
22866,866,Reserve Selection Selection,5,635.61,2024-01-07
22867,2594,Founders Reserve Estate,2,452.6,2022-12-05
22868,3323,Artisan Series,2,387.29,2022-07-14
22869,4945,Single Vineyard Estate,5,546.91,2023-05-30
22870,3968,Old Vine Reserve,3,528.83,2024-05-14
22871,2366,Seléction Spéciale Dry Rosé,2,365.43,2022-10-13
22872,3922,Corralillo,2,392.35,2023-12-24
22873,4231,Cuvée Magali,4,427.79,2023-09-11
22874,4163,Signature Series Selection,1,527.99,2022-08-12
22875,4369,Vintage Collection,1,442.09,2022-12-23
22876,2146,Cuvée Signature Le Porusot Premier Cru,4,360.54,2023-07-31
22877,2280,Master Selection,5,673.39,2022-12-22
22878,1582,Barrel Selection Estate,3,402.47,2024-05-24
22879,834,Master Selection Reserve,4,439.47,2023-11-10
22880,2335,Noble Reserve Reserve,5,470.21,2023-05-28
22881,3903,Vintage Collection,4,390.17,2024-02-16
22882,1645,Barrel Selection,1,368.69,2023-05-12
22883,2324,Limited Edition Cuvée,3,499.39,2023-12-08
22884,1669,Grand Cru Estate,4,469.05,2023-12-22
22885,2678,Signature Series Selection,1,642.03,2024-04-30
22886,3453,Vintage Collection Selection,3,434.83,2023-06-13
22887,794,Vintage Collection Selection,3,405.24,2023-07-23
22888,2652,Artisan Series,4,477.16,2023-07-24
22889,1304,Artisan Series Reserve,3,410.74,2024-02-10
22890,1628,Icon Wine Estate,1,406.25,2023-05-23
22891,1634,Special Cuvée,2,572.58,2023-06-19
22892,4393,Family Estate Cuvée,2,556.62,2022-08-17
22893,4463,Prestige Collection Reserve,2,554.58,2022-08-20
22894,3475,Cellar Reserve,5,655.62,2022-10-09
